Vial_Name,Num_Gen,Arriv_Time,Start_T,Start_F,Replication,First_Addition,Second_Addition,Check_Date,Adults_T,Adults_F,Relative_Arriv_Time
3-T18-30-30-II,3,T18,30,30,2,2023-05-30T00:00:00Z,2023-06-17T00:00:00Z,2023-10-15T00:00:00Z,58,1,-18
3-T18-30-30-III,3,T18,30,30,3,2023-05-30T00:00:00Z,2023-06-17T00:00:00Z,2023-10-15T00:00:00Z,51,1,-18
3-T18-40-20-II,3,T18,40,20,2,2023-05-30T00:00:00Z,2023-06-17T00:00:00Z,2023-10-15T00:00:00Z,64,0,-18
3-F6-40-20-II,3,F6,40,20,2,2023-05-30T00:00:00Z,2023-06-05T00:00:00Z,2023-10-15T00:00:00Z,31,20,6
3-F12-20-40-I,3,F12,20,40,1,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-15T00:00:00Z,10,36,12
3-F12-30-30-II,3,F12,30,30,2,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-15T00:00:00Z,5,57,12
3-F12-30-30-III,3,F12,30,30,3,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-15T00:00:00Z,11,49,12
3-F18-30-30-I,3,F18,30,30,1,2023-05-30T00:00:00Z,2023-06-17T00:00:00Z,2023-10-15T00:00:00Z,6,49,18
3-T6-10-20-II,3,T6,10,20,2,2023-05-27T00:00:00Z,2023-06-02T00:00:00Z,2023-10-18T00:00:00Z,32,13,-6
3-T12-10-20-II,3,T12,10,20,2,2023-05-27T00:00:00Z,2023-06-08T00:00:00Z,2023-10-18T00:00:00Z,32,8,-12
3-T18-10-20-I,3,T18,10,20,1,2023-05-27T00:00:00Z,2023-06-14T00:00:00Z,2023-10-18T00:00:00Z,32,2,-18
3-F6-10-20-II,3,F6,10,20,2,2023-05-27T00:00:00Z,2023-06-02T00:00:00Z,2023-10-18T00:00:00Z,9,59,6
3-F18-15-15-II,3,F18,15,15,2,2023-05-27T00:00:00Z,2023-06-14T00:00:00Z,2023-10-18T00:00:00Z,7,44,18
3-0-60-0-I,3,0,60,0,1,2023-05-30T00:00:00Z,NA,2023-10-21T00:00:00Z,57,0,0
3-0-0-60-II,3,0,0,60,2,2023-05-30T00:00:00Z,NA,2023-10-21T00:00:00Z,0,72,0
3-T12-30-30-III,3,T12,30,30,3,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-21T00:00:00Z,52,0,-12
3-T18-20-40-I,3,T18,20,40,1,2023-05-30T00:00:00Z,2023-06-17T00:00:00Z,2023-10-21T00:00:00Z,52,1,-18
3-F12-30-30-I,3,F12,30,30,1,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-21T00:00:00Z,13,53,12
3-T6-10-20-I,3,T6,10,20,1,2023-05-27T00:00:00Z,2023-06-02T00:00:00Z,2023-10-24T00:00:00Z,6,61,-6
3-T12-10-20-I,3,T12,10,20,1,2023-05-27T00:00:00Z,2023-06-08T00:00:00Z,2023-10-24T00:00:00Z,32,13,-12
3-F6-20-10-II,3,F6,20,10,2,2023-05-27T00:00:00Z,2023-06-02T00:00:00Z,2023-10-24T00:00:00Z,23,28,6
3-0-0-30-II,3,0,0,30,2,2023-05-30T00:00:00Z,NA,2023-10-27T00:00:00Z,0,79,0
3-0-0-30-III,3,0,0,30,3,2023-05-30T00:00:00Z,NA,2023-10-27T00:00:00Z,0,60,0
3-0-0-60-I,3,0,0,60,1,2023-05-30T00:00:00Z,NA,2023-10-27T00:00:00Z,0,66,0
3-0-0-60-III,3,0,0,60,3,2023-05-30T00:00:00Z,NA,2023-10-27T00:00:00Z,0,69,0
3-F6-20-40-I,3,F6,20,40,1,2023-05-30T00:00:00Z,2023-06-05T00:00:00Z,2023-10-27T00:00:00Z,7,55,6
3-F6-30-30-I,3,F6,30,30,1,2023-05-30T00:00:00Z,2023-06-05T00:00:00Z,2023-10-27T00:00:00Z,20,31,6
3-F12-20-40-II,3,F12,20,40,2,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-27T00:00:00Z,0,47,12
3-F12-40-20-I,3,F12,40,20,1,2023-05-30T00:00:00Z,2023-06-11T00:00:00Z,2023-10-27T00:00:00Z,17,36,12
3-F18-20-40-I,3,F18,20,40,1,2023-05-30T00:00:00Z,2023-06-17T00:00:00Z,2023-10-27T00:00:00Z,5,56,18
